Event,Team 1,Team 2,Date,Match Format,Maps Picked/Banned,Map Scores,Team 1 Attack,Team 1 Defense,Team 1 Overtime,Team 2 Defense,Team 2 Attack,Team 2 Overtime,Durations (in seconds)
Champions Tour 2024: Pacific Stage 1,Gen.G,T1,2024-05-04 04:00:00,Bo3,GEN ban Lotus; T1 ban Icebox; GEN pick Ascent; T1 pick Sunset; GEN ban Bind; T1 ban Split; Breeze remains,"['Ascent: 9-13', ' Sunset: 13-8', ' Breeze: 7-13']","['3', '7', '3']","['6', '6', '4']","[None, None, None]","['9', '2', '5']","['4', '6', '8']","[None, None, None]","[3724, 2574, 2728]"
Champions Tour 2024: Pacific Stage 1,DRX,Paper Rex,2024-05-04 07:10:00,Bo3,PRX ban Breeze; DRX ban Sunset; PRX pick Lotus; DRX pick Ascent; PRX ban Icebox; DRX ban Split; Bind remains,"['Lotus: 6-13', ' Ascent: 13-10', ' Bind: 6-13']","['4', '5', '2']","['2', '8', '4']","[None, None, None]","['8', '7', '5']","['5', '3', '8']","[None, None, None]","[2505, 2933, 2384]"
Champions Tour 2024: Pacific Stage 1,T1,Paper Rex,2024-05-05 04:00:00,Bo3,T1 ban Icebox; PRX ban Breeze; T1 pick Lotus; PRX pick Sunset; T1 ban Bind; PRX ban Ascent; Split remains,"['Lotus: 3-13', ' Sunset: 5-13']","['2', '2']","['1', '3']","[None, None]","['2', '10']","['11', '3']","[None, None]","[3526, 2105]"
Champions Tour 2024: Pacific Stage 1,Gen.G,DRX,2024-05-05 06:00:00,Bo3,DRX ban Lotus; GEN ban Icebox; DRX pick Bind; GEN pick Sunset; DRX ban Breeze; GEN ban Split; Ascent remains,"['Bind: 8-13', ' Sunset: 13-11', ' Ascent: 13-8']","['2', '9', '8']","['6', '4', '5']","[None, None, None]","['7', '3', '4']","['6', '8', '4']","[None, None, None]","[3320, 3203, 3196]"
Champions Tour 2024: Pacific Stage 1,T1,Gen.G,2024-05-11 04:00:00,Bo5,T1 ban Sunset; GEN ban Breeze; T1 pick Lotus; GEN pick Icebox; T1 pick Bind; GEN pick Split; Ascent remains,"['Lotus: 2-13', ' Icebox: 11-13', ' Bind: 9-13']","['2', '4', '5']","['0', '7', '4']","[None, None, None]","['10', '8', '7']","['3', '5', '6']","[None, None, None]","[2530, 2746, 2906]"
Champions Tour 2024: Pacific Stage 1,Paper Rex,Gen.G,2024-05-12 04:00:00,Bo5,PRX ban Breeze; PRX ban Ascent; PRX pick Lotus; GEN pick Sunset; PRX pick Icebox; GEN pick Bind; Split remains,"['Lotus: 9-13', ' Sunset: 13-9', ' Icebox: 13-11', ' Bind: 9-13', ' Split: 13-8']","['6', '6', '7', '6', '5']","['3', '7', '6', '3', '8']","[None, None, None, None, None]","['6', '4', '5', '6', '7']","['7', '5', '6', '7', '1']","[None, None, None, None, None]","[3783, 2751, 3164, 2757, 2713]"
Champions Tour 2024: Masters Madrid,Karmine Corp,FunPlus Phoenix,2024-03-14 11:00:00,Bo3,FPX ban Split; KC ban Breeze; FPX pick Icebox; KC pick Lotus; FPX ban Bind; KC ban Ascent; Sunset remains,"['Icebox: 13-8', ' Lotus: 13-10']","['6', '9']","['7', '4']","[None, None]","['3', '2']","['5', '8']","[None, None]","[3591, 3129]"
Champions Tour 2024: Masters Madrid,Gen.G,LOUD,2024-03-14 13:25:00,Bo3,LOUD ban Lotus; GEN ban Sunset; LOUD pick Icebox; GEN pick Breeze; LOUD ban Split; GEN ban Bind; Ascent remains,"['Icebox: 13-11', ' Breeze: 8-13', ' Ascent: 13-5']","['6', '5', '9']","['7', '3', '4']","[None, None, None]","['6', '4', '3']","['5', '9', '2']","[None, None, None]","[3764, 3386, 2296]"
Champions Tour 2024: Masters Madrid,EDward Gaming,Paper Rex,2024-03-15 11:00:00,Bo3,PRX ban Breeze; EDG ban Lotus; PRX pick Sunset; EDG pick Bind; PRX ban Icebox; EDG ban Ascent; Split remains,"['Sunset: 8-13', ' Bind: 13-9', ' Split: 13-9']","['5', '5', '5']","['3', '8', '8']","[None, None, None]","['4', '5', '5']","['9', '4', '4']","[None, None, None]","[3656, 2951, 2629]"
Champions Tour 2024: Masters Madrid,Sentinels,Team Heretics,2024-03-15 14:15:00,Bo3,SEN ban Breeze; TH ban Ascent; SEN pick Lotus; TH pick Sunset; SEN ban Icebox; TH ban Split; Bind remains,"['Lotus: 13-9', ' Sunset: 5-13', ' Bind: 13-11']","['9', '4', '6']","['4', '1', '7']","[None, None, None]","['1', '8', '6']","['8', '5', '5']","[None, None, None]","[3637, 2683, 3314]"
Champions Tour 2024: Masters Madrid,Sentinels,Karmine Corp,2024-03-16 11:00:00,Bo3,SEN ban Icebox; KC ban Sunset; SEN pick Split; KC pick Lotus; SEN ban Ascent; KC ban Breeze; Bind remains,"['Split: 13-8', ' Lotus: 13-11']","['6', '7']","['7', '6']","[None, None]","['6', '5']","['2', '6']","[None, None]","[3424, 3409]"
Champions Tour 2024: Masters Madrid,EDward Gaming,Gen.G,2024-03-16 13:25:00,Bo3,GEN ban Bind; EDG ban Lotus; GEN pick Icebox; EDG pick Split; GEN ban Sunset; EDG ban Ascent; Breeze remains,"['Icebox: 13-8', ' Split: 5-13', ' Breeze: 6-13']","['8', '0', '5']","['5', '5', '1']","[None, None, None]","['4', '6', '2']","['4', '7', '11']","[None, None, None]","[3341, 2390, 2716]"
Champions Tour 2024: Masters Madrid,FunPlus Phoenix,LOUD,2024-03-17 11:00:00,Bo3,LOUD ban Lotus; FPX ban Split; LOUD pick Sunset; FPX pick Breeze; LOUD ban Bind; FPX ban Ascent; Icebox remains,"['Sunset: 5-13', ' Breeze: 11-13']","['4', '4']","['1', '7']","[None, None]","['8', '8']","['5', '5']","[None, None]","[2552, 3185]"
Champions Tour 2024: Masters Madrid,Team Heretics,Paper Rex,2024-03-17 13:20:00,Bo3,PRX ban Breeze; TH ban Ascent; PRX pick Sunset; TH pick Lotus; PRX ban Icebox; TH ban Bind; Split remains,"['Sunset: 10-13', ' Lotus: 13-10', ' Split: 7-13']","['4', '6', '1']","['6', '7', '6']","[None, None, None]","['7', '5', '7']","['6', '5', '6']","[None, None, None]","[3571, 2816, 2377]"
Champions Tour 2024: Masters Madrid,LOUD,EDward Gaming,2024-03-18 11:00:00,Bo3,EDG ban Ascent; LOUD ban Split; EDG pick Icebox; LOUD pick Sunset; EDG ban Lotus; LOUD ban Bind; Breeze remains,"['Icebox: 13-2', ' Sunset: 13-3']","['11', '4']","['2', '9']","[None, None]","['1', '0']","['1', '3']","[None, None]","[2622, 2121]"
Champions Tour 2024: Masters Madrid,Karmine Corp,Paper Rex,2024-03-18 12:55:00,Bo3,PRX ban Icebox; KC ban Sunset; PRX pick Bind; KC pick Lotus; PRX ban Split; KC ban Breeze; Ascent remains,"['Bind: 10-13', ' Lotus: 13-6', ' Ascent: 12-14']","['6', '5', '5']","['4', '8', '7']","[None, None, '0']","['5', '2', '7']","['8', '4', '5']","[None, None, '2']","[3589, 2576, 3221]"
Champions Tour 2024: Masters Madrid,Gen.G,Paper Rex,2024-03-21 11:00:00,Bo3,PRX ban Icebox; GEN ban Sunset; PRX pick Split; GEN pick Lotus; PRX ban Breeze; GEN ban Bind; Ascent remains,"['Split: 13-8', ' Lotus: 13-9']","['8', '5']","['5', '8']","[None, None]","['4', '5']","['4', '4']","[None, None]","[3337, 2562]"
Champions Tour 2024: Masters Madrid,Sentinels,LOUD,2024-03-21 13:10:00,Bo3,SEN ban Breeze; LOUD ban Lotus; SEN pick Split; LOUD pick Icebox; SEN ban Ascent; LOUD ban Bind; Sunset remains,"['Split: 13-4', ' Icebox: 12-14', ' Sunset: 14-12']","['9', '5', '7']","['4', '7', '5']","[None, '0', '2']","['3', '7', '5']","['1', '5', '7']","[None, '2', '0']","[2914, 3575, 3755]"
Champions Tour 2024: Masters Madrid,Gen.G,Sentinels,2024-03-22 11:00:00,Bo3,SEN ban Icebox; GEN ban Sunset; SEN pick Split; GEN pick Lotus; SEN ban Ascent; GEN ban Bind; Breeze remains,"['Split: 13-5', ' Lotus: 7-13', ' Breeze: 13-3']","['8', '2', '4']","['5', '5', '9']","[None, None, None]","['4', '6', '0']","['1', '7', '3']","[None, None, None]","[3219, 2929, 2044]"
Champions Tour 2024: Masters Madrid,Paper Rex,LOUD,2024-03-22 13:55:00,Bo3,LOUD ban Split; PRX ban Icebox; LOUD pick Ascent; PRX pick Sunset; LOUD ban Lotus; PRX ban Breeze; Bind remains,"['Ascent: 13-11', ' Sunset: 13-8']","['6', '6']","['7', '7']","[None, None]","['6', '3']","['5', '5']","[None, None]","[3658, 2769]"
Champions Tour 2024: Masters Madrid,Sentinels,Paper Rex,2024-03-23 11:00:00,Bo5,SEN ban Breeze; PRX ban Icebox; SEN pick Lotus; PRX pick Ascent; SEN pick Split; PRX pick Sunset; Bind remains,"['Lotus: 14-12', ' Ascent: 13-6', ' Split: 5-13', ' Sunset: 13-3']","['6', '7', '4', '4']","['6', '6', '1', '9']","['2', None, None, None]","['6', '0', '8', '0']","['6', '6', '5', '3']","['0', None, None, None]","[4347, 2471, 2293, 2036]"
Champions Tour 2024: Masters Madrid,Gen.G,Sentinels,2024-03-24 12:15:00,Bo5,GEN ban Lotus; GEN ban Sunset; GEN pick Breeze; SEN pick Bind; GEN pick Ascent; SEN pick Split; Icebox remains,"['Breeze: 13-8', ' Bind: 12-14', ' Ascent: 13-8', ' Split: 10-13', ' Icebox: 6-13']","['7', '6', '6', '4', '5']","['6', '6', '7', '6', '1']","[None, '0', None, None, None]","['5', '6', '6', '8', '7']","['3', '6', '2', '5', '6']","[None, '2', None, None, None]","[3792, 3856, 2785, 2991, 2525]"
Champions Tour 2024: Americas Kickoff,NRG Esports,FURIA,2024-02-16 17:00:00,Bo3,FUR ban Sunset; NRG ban Bind; FUR pick Breeze; NRG pick Ascent; FUR ban Lotus; NRG ban Icebox; Split remains,"['Breeze: 13-10', ' Ascent: 13-8']","['5', '6']","['8', '7']","[None, None]","['6', '6']","['4', '2']","[None, None]","[3308, 2894]"
Champions Tour 2024: Americas Kickoff,Cloud9,MIBR,2024-02-16 20:00:00,Bo3,C9 ban Ascent; MIBR ban Icebox; C9 pick Bind; MIBR pick Split; C9 ban Breeze; MIBR ban Sunset; Lotus remains,"['Bind: 13-11', ' Split: 8-13', ' Lotus: 13-10']","['8', '2', '5']","['5', '6', '8']","[None, None, None]","['4', '7', '7']","['7', '6', '3']","[None, None, None]","[4014, 2849, 3427]"
Champions Tour 2024: Americas Kickoff,LOUD,Sentinels,2024-02-17 17:00:00,Bo3,SEN ban Icebox; LOUD ban Breeze; SEN pick Split; LOUD pick Ascent; SEN ban Lotus; LOUD ban Bind; Sunset remains,"['Split: 13-11', ' Ascent: 13-9']","['4', '5']","['9', '8']","[None, None]","['8', '7']","['3', '2']","[None, None]","[4329, 3105]"
Champions Tour 2024: Americas Kickoff,LEVIATÁN,100 Thieves,2024-02-17 19:35:00,Bo3,100T ban Breeze; LEV ban Lotus; 100T pick Bind; LEV pick Split; 100T ban Sunset; LEV ban Ascent; Icebox remains,"['Bind: 13-9', ' Split: 3-13', ' Icebox: 13-11']","['7', '3', '6']","['6', '0', '7']","[None, None, None]","['5', '9', '6']","['4', '4', '5']","[None, None, None]","[3798, 2197, 3187]"
Champions Tour 2024: Americas Kickoff,KRÜ Esports,G2 Esports,2024-02-18 17:00:00,Bo3,G2 ban Lotus; KRÜ ban Bind; G2 pick Icebox; KRÜ pick Sunset; G2 ban Split; KRÜ ban Breeze; Ascent remains,"['Icebox: 13-9', ' Sunset: 9-13', ' Ascent: 11-13']","['7', '6', '7']","['6', '3', '4']","[None, None, None]","['3', '6', '5']","['6', '7', '8']","[None, None, None]","[3970, 3193, 3400]"
Champions Tour 2024: Americas Kickoff,FURIA,MIBR,2024-02-19 17:00:00,Bo3,MIBR ban Icebox; FUR ban Ascent; MIBR pick Split; FUR pick Breeze; MIBR ban Bind; FUR ban Sunset; Lotus remains,"['Split: 9-13', ' Breeze: 11-13']","['7', '3']","['2', '8']","[None, None]","['5', '9']","['8', '4']","[None, None]","[4452, 3386]"
Champions Tour 2024: Americas Kickoff,Sentinels,100 Thieves,2024-02-19 19:45:00,Bo3,100T ban Sunset; SEN ban Icebox; 100T pick Lotus; SEN pick Bind; 100T ban Breeze; SEN ban Ascent; Split remains,"['Lotus: 13-5', ' Bind: 6-13', ' Split: 13-8']","['9', '2', '7']","['4', '4', '6']","[None, None, None]","['3', '5', '5']","['2', '8', '3']","[None, None, None]","[2996, 2697, 2729]"
Champions Tour 2024: Americas Kickoff,NRG Esports,Cloud9,2024-02-23 17:00:00,Bo3,C9 ban Split; NRG ban Bind; C9 pick Sunset; NRG pick Ascent; C9 ban Breeze; NRG ban Icebox; Lotus remains,"['Sunset: 13-7', ' Ascent: 14-12']","['5', '5']","['8', '7']","[None, '2']","['3', '7']","['4', '5']","[None, '0']","[3641, 3514]"
Champions Tour 2024: Americas Kickoff,LOUD,LEVIATÁN,2024-02-23 19:25:00,Bo3,LEV ban Sunset; LOUD ban Breeze; LEV pick Bind; LOUD pick Split; LEV ban Lotus; LOUD ban Icebox; Ascent remains,"['Bind: 11-13', ' Split: 13-10', ' Ascent: 13-7']","['8', '7', '9']","['3', '6', '4']","[None, None, None]","['4', '4', '3']","['9', '6', '4']","[None, None, None]","[4298, 3490, 3010]"
Champions Tour 2024: Americas Kickoff,G2 Esports,Evil Geniuses,2024-02-24 17:00:00,Bo3,G2 ban Lotus; EG ban Bind; G2 pick Sunset; EG pick Icebox; G2 ban Breeze; EG ban Ascent; Split remains,"['Sunset: 13-15', ' Icebox: 11-13']","['8', '5']","['4', '6']","['1', None]","['4', '7']","['8', '6']","['3', None]","[4734, 3700]"
Champions Tour 2024: Americas Kickoff,Cloud9,MIBR,2024-02-25 15:00:00,Bo3,C9 ban Split; MIBR ban Icebox; C9 pick Bind; MIBR pick Ascent; C9 ban Breeze; MIBR ban Lotus; Sunset remains,"['Bind: 12-14', ' Ascent: 9-13']","['7', '4']","['5', '5']","['0', None]","['5', '6']","['7', '7']","['2', None]","[4563, 3381]"
Champions Tour 2024: Americas Kickoff,LEVIATÁN,Sentinels,2024-02-25 17:40:00,Bo3,SEN ban Icebox; LEV ban Sunset; SEN pick Split; LEV pick Breeze; SEN ban Ascent; LEV ban Lotus; Bind remains,"['Split: 3-13', ' Breeze: 13-6', ' Bind: 9-13']","['3', '9', '3']","['0', '4', '6']","[None, None, None]","['9', '3', '7']","['4', '3', '6']","[None, None, None]","[3011, 2700, 3174]"
Champions Tour 2024: Americas Kickoff,G2 Esports,KRÜ Esports,2024-02-25 20:55:00,Bo3,KRÜ ban Bind; G2 ban Lotus; KRÜ pick Split; G2 pick Sunset; KRÜ ban Breeze; G2 ban Ascent; Icebox remains,"['Split: 13-8', ' Sunset: 13-8']","['6', '8']","['7', '5']","[None, None]","['3', '1']","['5', '7']","[None, None]","[3504, 2729]"
Champions Tour 2024: Americas Kickoff,MIBR,Sentinels,2024-02-26 15:00:00,Bo3,SEN ban Breeze; MIBR ban Bind; SEN pick Split; MIBR pick Ascent; SEN ban Icebox; MIBR ban Lotus; Sunset remains,"['Split: 7-13', ' Ascent: 6-13']","['2', '5']","['5', '1']","[None, None]","['10', '7']","['3', '6']","[None, None]","[3687, 2703]"
Champions Tour 2024: Americas Kickoff,G2 Esports,MIBR,2024-02-26 17:10:00,Bo3,G2 ban Lotus; MIBR ban Icebox; G2 pick Sunset; MIBR pick Split; G2 ban Bind; MIBR ban Ascent; Breeze remains,"['Sunset: 9-13', ' Split: 15-13', ' Breeze: 10-13']","['3', '7', '4']","['6', '5', '6']","[None, '3', None]","['7', '5', '7']","['6', '7', '6']","[None, '1', None]","[3634, 4114, 3547]"
Champions Tour 2024: Americas Kickoff,Sentinels,G2 Esports,2024-02-26 20:55:00,Bo3,SEN ban Icebox; G2 ban Lotus; SEN pick Sunset; G2 pick Breeze; SEN ban Ascent; G2 ban Bind; Split remains,"['Sunset: 13-8', ' Breeze: 9-13', ' Split: 9-13']","['4', '6', '2']","['9', '3', '7']","[None, None, None]","['8', '4', '8']","['0', '9', '5']","[None, None, None]","[3268, 2828, 3170]"
Champions Tour 2024: Americas Kickoff,Evil Geniuses,LOUD,2024-03-02 17:00:00,Bo3,LOUD ban Breeze; EG ban Bind; LOUD pick Ascent; EG pick Icebox; LOUD ban Lotus; EG ban Split; Sunset remains,"['Ascent: 13-7', ' Icebox: 7-13', ' Sunset: 5-13']","['4', '3', '4']","['9', '4', '1']","[None, None, None]","['4', '5', '8']","['3', '8', '5']","[None, None, None]","[3504, 2865, 2445]"
Champions Tour 2024: Americas Kickoff,NRG Esports,Sentinels,2024-03-02 20:00:00,Bo3,SEN ban Breeze; NRG ban Bind; SEN pick Sunset; NRG pick Ascent; SEN ban Icebox; NRG ban Lotus; Split remains,"['Sunset: 14-16', ' Ascent: 13-8', ' Split: 3-13']","['5', '8', '1']","['7', '5', '2']","['2', None, None]","['7', '4', '11']","['5', '4', '2']","['4', None, None]","[4641, 3209, 2457]"
Champions Tour 2024: Americas Kickoff,LOUD,Sentinels,2024-03-03 17:00:00,Bo5,LOUD ban Breeze; SEN ban Ascent; LOUD pick Sunset; SEN pick Split; LOUD pick Icebox; SEN pick Bind; Lotus remains,"['Sunset: 9-13', ' Split: 3-13', ' Icebox: 13-11', ' Bind: 13-8', ' Lotus: 4-13']","['5', '3', '8', '9', '2']","['4', '0', '5', '4', '2']","[None, None, None, None, None]","['5', '9', '4', '3', '3']","['8', '4', '7', '5', '10']","[None, None, None, None, None]","[4311, 2468, 3208, 3063, 2642]"
Champions Tour 2024: China Kickoff,Trace Esports,TYLOO,2024-02-22 04:00:00,Bo3,TYL ban Lotus; TE ban Icebox; TYL pick Ascent; TE pick Sunset; TYL ban Breeze; TE ban Bind; Split remains,"['Ascent: 13-4', ' Sunset: 13-3']","['5', '2']","['8', '11']","[None, None]","['0', '2']","['4', '1']","[None, None]","[None, None]"
Champions Tour 2024: China Kickoff,FunPlus Phoenix,Nova Esports,2024-02-22 06:05:00,Bo3,NOVA ban Breeze; FPX ban Ascent; NOVA pick Sunset; FPX pick Lotus; NOVA ban Icebox; FPX ban Split; Bind remains,"['Lotus: 13-5', ' Sunset: 13-10']","['6', '7']","['7', '6']","[None, None]","['0', '5']","['5', '5']","[None, None]","[None, None]"
Champions Tour 2024: China Kickoff,JDG Esports,Titan Esports Club,2024-02-23 02:00:00,Bo3,JDG ban Breeze; TEC ban Sunset; JDG pick Lotus; TEC pick Bind; JDG ban Ascent; TEC ban Icebox; Split remains,"['Lotus: 8-13', ' Bind: 14-16']","['6', '4']","['2', '8']","[None, '2']","['6', '8']","['7', '4']","[None, '4']","[None, None]"
Champions Tour 2024: China Kickoff,Dragon Ranger Gaming,All Gamers,2024-02-23 04:55:00,Bo3,AG ban Lotus; DRG ban Breeze; AG pick Sunset; DRG pick Ascent; AG ban Bind; DRG ban Split; Icebox remains,"['Sunset: 13-11', ' Ascent: 13-4']","['8', '4']","['5', '9']","[None, None]","['4', '1']","['7', '3']","[None, None]","[None, None]"
Champions Tour 2024: China Kickoff,Bilibili Gaming,Wolves Esports,2024-02-23 07:05:00,Bo3,BLG ban Breeze; WOL ban Lotus; BLG pick Ascent; WOL pick Icebox; BLG ban Bind; WOL ban Sunset; Split remains,"['Ascent: 9-13', ' Icebox: 7-13']","['3', '2']","['6', '5']","[None, None]","['9', '6']","['4', '7']","[None, None]","[None, None]"
Champions Tour 2024: China Kickoff,TYLOO,Nova Esports,2024-02-24 04:00:00,Bo3,TYL ban Sunset; NOVA ban Breeze; TYL pick Ascent; NOVA pick Split; TYL ban Lotus; NOVA ban Icebox; Bind remains,"['Ascent: 11-13', ' Split: 11-13']","['6', '6']","['5', '5']","[None, None]","['6', '6']","['7', '7']","[None, None]","[None, None]"
Champions Tour 2024: China Kickoff,JDG Esports,All Gamers,2024-02-24 06:25:00,Bo3,AG ban Lotus; JDG ban Breeze; AG pick Icebox; JDG pick Sunset; AG ban Ascent; JDG ban Bind; Split remains,"['Icebox: 13-11', ' Sunset: 13-8']","['6', '6']","['7', '7']","[None, None]","['6', '6']","['5', '2']","[None, None]","[None, None]"
Champions Tour 2024: China Kickoff,Trace Esports,FunPlus Phoenix,2024-02-25 02:00:00,Bo3,FPX ban Ascent; TE ban Icebox; FPX pick Sunset; TE pick Bind; FPX ban Split; TE ban Breeze; Lotus remains,"['Sunset: 11-13', ' Bind: 13-11', ' Lotus: 10-13']","['7', '8', '5']","['4', '5', '5']","[None, None, None]","['5', '4', '6']","['8', '7', '7']","[None, None, None]","[None, None, None]"
Champions Tour 2024: China Kickoff,Titan Esports Club,Dragon Ranger Gaming,2024-02-25 05:30:00,Bo3,DRG ban Lotus; TEC ban Ascent; DRG pick Icebox; TEC pick Split; DRG ban Breeze; TEC ban Sunset; Bind remains,"['Icebox: 11-13', ' Split: 13-8', ' Bind: 10-13']","['1', '7', '4']","['10', '6', '6']","[None, None, None]","['11', '2', '7']","['2', '6', '6']","[None, None, None]","[None, None, None]"
Champions Tour 2024: China Kickoff,Wolves Esports,EDward Gaming,2024-02-25 09:00:00,Bo3,EDG ban Icebox; WOL ban Sunset; EDG pick Bind; WOL pick Ascent; EDG ban Lotus; WOL ban Split; Breeze remains,"['Bind: 10-13', ' Ascent: 13-10', ' Breeze: 11-13']","['5', '6', '4']","['5', '7', '7']","[None, None, None]","['7', '6', '8']","['6', '4', '5']","[None, None, None]","[None, None, None]"
Champions Tour 2024: China Kickoff,Trace Esports,Nova Esports,2024-02-26 02:00:00,Bo3,NOVA ban Breeze; TE ban Icebox; NOVA pick Split; TE pick Lotus; NOVA ban Bind; TE ban Ascent; Sunset remains,"['Split: 13-5', ' Lotus: 13-4']","['6', '5']","['7', '8']","[None, None]","['0', '0']","['5', '4']","[None, None]","[None, None]"
Champions Tour 2024: China Kickoff,Titan Esports Club,JDG Esports,2024-02-26 04:05:00,Bo3,JDG ban Breeze; TEC ban Sunset; JDG pick Bind; TEC pick Icebox; JDG ban Ascent; TEC ban Split; Lotus remains,"['Bind: 5-13', ' Icebox: 14-12', ' Lotus: 13-10']","['1', '7', '7']","['4', '5', '6']","[None, '2', None]","['5', '5', '4']","['8', '7', '6']","[None, '0', None]","[None, None, None]"
Champions Tour 2024: China Kickoff,Wolves Esports,Bilibili Gaming,2024-02-26 07:40:00,Bo3,BLG ban Breeze; WOL ban Lotus; BLG pick Sunset; WOL pick Icebox; BLG ban Ascent; WOL ban Split; Bind remains,"['Sunset: 9-13', ' Icebox: 10-13']","['2', '3']","['7', '7']","[None, None]","['8', '9']","['5', '4']","[None, None]","[None, None]"
Champions Tour 2024: China Kickoff,Trace Esports,Titan Esports Club,2024-02-27 02:00:00,Bo3,TEC ban Sunset; TE ban Icebox; TEC pick Breeze; TE pick Lotus; TEC ban Bind; TE ban Ascent; Split remains,"['Breeze: 16-18', ' Lotus: 13-6', ' Split: 13-8']","['7', '10', '9']","['5', '3', '4']","['4', None, None]","['5', '2', '3']","['7', '4', '5']","['6', None, None]","[None, None, None]"
Champions Tour 2024: China Kickoff,Bilibili Gaming,Titan Esports Club,2024-02-27 05:35:00,Bo3,TEC ban Bind; BLG ban Breeze; TEC pick Lotus; BLG pick Ascent; TEC ban Sunset; BLG ban Split; Icebox remains,"['Lotus: 13-3', ' Ascent: 13-8']","['4', '7']","['9', '6']","[None, None]","['0', '5']","['3', '3']","[None, None]","[None, None]"
Champions Tour 2024: China Kickoff,Bilibili Gaming,Trace Esports,2024-02-27 07:35:00,Bo3,TE ban Icebox; BLG ban Ascent; TE pick Lotus; BLG pick Sunset; TE ban Breeze; BLG ban Split; Bind remains,"['Lotus: 13-11', ' Sunset: 13-15', ' Bind: 12-14']","['4', '6', '4']","['9', '6', '8']","[None, '1', '0']","['8', '6', '8']","['3', '6', '4']","[None, '3', '2']","[None, None, None]"
Champions Tour 2024: China Kickoff,FunPlus Phoenix,Dragon Ranger Gaming,2024-03-01 04:00:00,Bo3,DRG ban Lotus; FPX ban Bind; DRG pick Ascent; FPX pick Breeze; DRG ban Split; FPX ban Icebox; Sunset remains,"['Ascent: 13-10', ' Breeze: 13-6']","['5', '4']","['8', '9']","[None, None]","['6', '3']","['4', '3']","[None, None]","[None, None]"
Champions Tour 2024: China Kickoff,EDward Gaming,Trace Esports,2024-03-01 06:15:00,Bo3,TE ban Icebox; EDG ban Lotus; TE pick Sunset; EDG pick Bind; TE ban Split; EDG ban Ascent; Breeze remains,"['Sunset: 14-12', ' Bind: 13-6']","['7', '8']","['5', '5']","['2', None]","['5', '4']","['7', '2']","['0', None]","[None, None]"
Champions Tour 2024: China Kickoff,FunPlus Phoenix,EDward Gaming,2024-03-02 04:00:00,Bo5,FPX ban Bind; EDG ban Lotus; FPX pick Breeze; EDG pick Split; FPX pick Icebox; EDG pick Ascent; Sunset remains,"['Breeze: 12-14', ' Split: 6-13', ' Icebox: 13-8', ' Ascent: 14-16']","['5', '1', '7', '6']","['7', '5', '6', '6']","['0', None, None, '2']","['7', '6', '2', '6']","['5', '7', '6', '6']","['2', None, None, '4']","[None, None, None, None]"
Champions Tour 2024: EMEA Kickoff,FUT Esports,Team Heretics,2024-02-20 11:00:00,Bo3,TH ban Ascent; FUT ban Breeze; TH pick Lotus; FUT pick Bind; TH ban Split; FUT ban Sunset; Icebox remains,"['Lotus: 11-13', ' Bind: 10-13']","['7', '5']","['4', '5']","[None, None]","['5', '6']","['8', '7']","[None, None]","[3569, 3007]"
Champions Tour 2024: EMEA Kickoff,GIANTX,Karmine Corp,2024-02-20 13:35:00,Bo3,KC ban Ascent; GX ban Bind; KC pick Split; GX pick Sunset; KC ban Breeze; GX ban Icebox; Lotus remains,"['Split: 11-13', ' Sunset: 13-10', ' Lotus: 4-13']","['6', '7', '3']","['5', '6', '1']","[None, None, None]","['6', '5', '9']","['7', '5', '4']","[None, None, None]","[3698, 2898, 2464]"
Champions Tour 2024: EMEA Kickoff,Natus Vincere,BBL Esports,2024-02-21 08:00:00,Bo3,NAVI ban Split; BBL ban Lotus; NAVI pick Bind; BBL pick Ascent; NAVI ban Icebox; BBL ban Sunset; Breeze remains,"['Bind: 8-13', ' Ascent: 13-6', ' Breeze: 13-6']","['4', '7', '4']","['4', '6', '9']","[None, None, None]","['8', '0', '3']","['5', '6', '3']","[None, None, None]","[2965, 2433, 2285]"
Champions Tour 2024: EMEA Kickoff,Team Liquid,KOI,2024-02-21 11:00:00,Bo3,TL ban Sunset; KOI ban Lotus; TL pick Icebox; KOI pick Bind; TL ban Breeze; KOI ban Ascent; Split remains,"['Icebox: 13-10', ' Bind: 13-11']","['8', '8']","['5', '5']","[None, None]","['3', '4']","['7', '7']","[None, None]","[3323, 3040]"
Champions Tour 2024: EMEA Kickoff,Team Vitality,Gentle Mates,2024-02-21 13:45:00,Bo3,VIT ban Icebox; M8 ban Bind; VIT pick Sunset; M8 pick Lotus; VIT ban Split; M8 ban Breeze; Ascent remains,"['Sunset: 13-10', ' Lotus: 13-7']","['8', '6']","['5', '7']","[None, None]","['4', '2']","['6', '5']","[None, None]","[3739, 2709]"
Champions Tour 2024: EMEA Kickoff,Team Heretics,Karmine Corp,2024-02-22 11:00:00,Bo3,KC ban Breeze; TH ban Ascent; KC pick Split; TH pick Lotus; KC ban Icebox; TH ban Bind; Sunset remains,"['Split: 13-4', ' Lotus: 13-4']","['4', '5']","['9', '8']","[None, None]","['1', '0']","['3', '4']","[None, None]","[2857, 2575]"
